ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;314;408;337816;11:48:11.490480
0.56;315;409;340863;11:48:14.538302
0.57;315;409;340900;11:48:14.575183
0.57;315;409;340945;11:48:14.619873
0.58;314;408;340976;11:48:14.651555
0.58;314;408;341014;11:48:14.689495
0.56;314;407;341052;11:48:14.727433
0.57;314;407;341092;11:48:14.767193
0.56;314;407;341133;11:48:14.807625
0.59;313;407;341164;11:48:14.839140
0.61;312;406;341196;11:48:14.871518
0.61;312;406;341232;11:48:14.906766
0.61;312;406;341267;11:48:14.942210
0.61;312;406;341302;11:48:14.977563
0.57;314;408;341334;11:48:15.009328
0.52;318;412;341369;11:48:15.043350
0.52;318;412;341405;11:48:15.079732
0.51;319;412;341438;11:48:15.112293
0.51;319;412;341473;11:48:15.148159
0.49;320;413;341508;11:48:15.182908
0.5;320;413;341547;11:48:15.221360
0.49;320;413;341582;11:48:15.256551
