ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;317;409;446639;11:50:00.314407
0.56;312;404;449044;11:50:02.719659
0.56;312;404;449077;11:50:02.753761
0.56;312;404;449117;11:50:02.793657
0.56;312;404;449161;11:50:02.837151
0.56;312;404;449202;11:50:02.878573
0.56;312;404;449238;11:50:02.913981
0.56;312;404;449269;11:50:02.944964
0.56;312;404;449304;11:50:02.980992
0.6;310;401;449340;11:50:03.015592
0.6;310;401;449376;11:50:03.051906
0.6;310;401;449408;11:50:03.084674
0.59;310;401;449440;11:50:03.116891
0.61;309;401;449474;11:50:03.149702
0.6;310;401;449510;11:50:03.186428
0.61;309;401;449557;11:50:03.232672
0.59;310;401;449608;11:50:03.283887
0.59;310;401;449657;11:50:03.333481
0.61;309;401;449728;11:50:03.404572
0.61;309;401;449804;11:50:03.480014
