ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.57;311;399;220794;11:46:14.468147
0.56;311;400;223330;11:46:17.003602
0.54;312;400;223382;11:46:17.055232
0.55;312;400;223449;11:46:17.122021
0.55;312;400;223509;11:46:17.182616
0.55;312;400;223564;11:46:17.237340
0.54;312;400;223615;11:46:17.288383
0.57;310;397;223661;11:46:17.334161
0.6;309;397;223706;11:46:17.380049
0.6;309;398;223746;11:46:17.419068
0.6;309;397;223785;11:46:17.458299
0.6;309;397;223813;11:46:17.487221
0.6;309;396;223853;11:46:17.526529
0.6;309;396;223887;11:46:17.561088
0.6;309;396;223916;11:46:17.589028
0.62;308;397;223949;11:46:17.623229
0.6;309;397;223983;11:46:17.656227
0.59;309;396;224017;11:46:17.690189
0.62;308;396;224055;11:46:17.729003
0.6;309;396;224091;11:46:17.763906
0.6;309;396;224129;11:46:17.802077
0.57;309;396;224167;11:46:17.839987
0.62;308;395;224203;11:46:17.875847
0.6;308;395;224239;11:46:17.912145
0.62;308;396;224265;11:46:17.939033
0.6;308;396;224307;11:46:17.980592
0.6;308;396;224339;11:46:18.012784
0.6;308;396;224380;11:46:18.053031
0.6;308;396;224416;11:46:18.089233
0.6;309;398;224455;11:46:18.127752
0.59;309;398;224495;11:46:18.168913
0.57;309;398;224543;11:46:18.216265
0.6;309;398;224574;11:46:18.247111
0.6;309;398;224634;11:46:18.307957
0.6;309;398;224666;11:46:18.339539
0.57;310;398;224706;11:46:18.380209
0.6;309;398;224747;11:46:18.420577
0.57;309;398;224783;11:46:18.456777
0.6;309;398;224818;11:46:18.491754
0.59;309;398;224853;11:46:18.526289
