ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.61;316;409;301915;11:47:35.588984
0.54;318;408;305196;11:47:38.870351
0.55;318;408;305232;11:47:38.905963
0.55;318;408;305266;11:47:38.941004
0.55;318;408;305303;11:47:38.977380
0.54;318;408;305340;11:47:39.014159
0.54;318;408;305370;11:47:39.044086
0.55;318;408;305405;11:47:39.079065
0.54;318;408;305440;11:47:39.114298
0.54;318;408;305478;11:47:39.152025
0.54;318;407;305515;11:47:39.190153
0.61;315;405;305553;11:47:39.227564
0.61;315;405;305586;11:47:39.260074
0.61;315;405;305620;11:47:39.294882
