ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;309;398;224897;11:46:18.570782
0.53;315;403;227031;11:46:20.704208
0.54;314;403;227064;11:46:20.737657
0.55;314;403;227100;11:46:20.773161
0.54;314;403;227132;11:46:20.804803
0.55;314;403;227166;11:46:20.839217
0.55;314;403;227200;11:46:20.874192
0.55;314;403;227232;11:46:20.905151
0.55;314;403;227265;11:46:20.938951
0.55;314;403;227299;11:46:20.972983
0.53;315;404;227335;11:46:21.008047
0.49;317;405;227367;11:46:21.040390
0.51;317;405;227398;11:46:21.071000
0.51;316;405;227430;11:46:21.102945
0.51;316;405;227464;11:46:21.137903
0.52;316;405;227498;11:46:21.171656
0.49;317;405;227530;11:46:21.203308
0.53;316;405;227569;11:46:21.241726
0.52;316;404;227617;11:46:21.290778
0.51;316;404;227654;11:46:21.327022
0.51;316;404;227691;11:46:21.365114
0.55;314;403;227729;11:46:21.402324
0.59;311;399;227762;11:46:21.435422
0.57;311;400;227793;11:46:21.466212
0.57;311;399;227832;11:46:21.505101
0.57;311;399;227863;11:46:21.536603
0.57;311;399;227897;11:46:21.570048
0.57;311;399;227939;11:46:21.612849
0.57;311;399;227980;11:46:21.652766
