ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;314;409;616748;11:52:50.426153
0.56;315;406;619154;11:52:52.831740
0.53;315;406;619199;11:52:52.876722
0.58;314;405;619233;11:52:52.911733
0.56;314;405;619267;11:52:52.944976
0.56;315;405;619298;11:52:52.975902
0.58;314;405;619331;11:52:53.009916
0.56;315;405;619372;11:52:53.050546
0.55;315;405;619397;11:52:53.075332
0.55;315;405;619437;11:52:53.115577
0.52;318;406;619464;11:52:53.142766
0.52;318;407;619505;11:52:53.183356
0.52;318;407;619530;11:52:53.208288
0.52;318;407;619565;11:52:53.243031
0.53;318;407;619605;11:52:53.283837
0.52;319;407;619631;11:52:53.308736
0.52;319;408;619669;11:52:53.347668
0.5;320;408;619697;11:52:53.374936
0.5;320;408;619730;11:52:53.407871
0.52;320;408;619767;11:52:53.445742
0.5;321;408;619804;11:52:53.482560
0.5;321;409;619830;11:52:53.507494
0.52;321;409;619869;11:52:53.547389
0.5;322;410;619897;11:52:53.575651
0.5;322;409;619936;11:52:53.614302
0.5;322;409;619964;11:52:53.641784
0.5;322;409;619995;11:52:53.673532
0.51;322;409;620036;11:52:53.714636
0.5;322;408;620064;11:52:53.742442
0.5;322;408;620097;11:52:53.774672
0.51;321;408;620138;11:52:53.815436
0.5;321;407;620165;11:52:53.842828
0.5;321;407;620198;11:52:53.876512
0.5;321;407;620232;11:52:53.910517
0.49;321;406;620272;11:52:53.950240
0.49;321;406;620305;11:52:53.982487
