ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;317;403;624391;11:52:58.068496
0.57;315;402;626543;11:53:00.221138
0.54;316;402;626580;11:53:00.257823
0.57;315;402;626625;11:53:00.303251
0.55;315;402;626672;11:53:00.350512
0.57;315;402;626724;11:53:00.401930
0.57;315;402;626761;11:53:00.439629
0.57;315;402;626791;11:53:00.469584
0.51;318;404;626824;11:53:00.502973
0.51;318;404;626858;11:53:00.535525
0.49;319;404;626893;11:53:00.571527
0.49;319;404;626929;11:53:00.607399
0.49;319;404;626970;11:53:00.648720
0.49;319;405;627020;11:53:00.698903
0.51;318;404;627087;11:53:00.765851
