ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;317;409;267001;11:47:00.674466
0.56;317;410;269517;11:47:03.191123
0.57;317;410;269568;11:47:03.241861
0.55;318;411;269627;11:47:03.300815
0.55;318;410;269682;11:47:03.356373
0.55;318;411;269733;11:47:03.406790
0.55;318;411;269796;11:47:03.469987
0.51;321;414;269856;11:47:03.530470
0.53;321;414;269909;11:47:03.583196
0.51;321;414;269960;11:47:03.634196
0.5;322;415;270007;11:47:03.681109
0.52;321;415;270059;11:47:03.733123
0.51;321;415;270113;11:47:03.787108
0.5;322;415;270163;11:47:03.836448
0.5;322;415;270214;11:47:03.888095
0.5;322;415;270263;11:47:03.937349
0.5;322;415;270305;11:47:03.978719
0.48;322;415;270337;11:47:04.010664
