ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;316;407;499870;11:50:53.546550
0.56;314;404;503271;11:50:56.947788
0.56;314;405;503325;11:50:57.001620
0.53;315;405;503396;11:50:57.072523
0.56;314;405;503457;11:50:57.133890
0.57;314;406;503508;11:50:57.184549
0.56;314;405;503569;11:50:57.245401
0.59;312;403;503621;11:50:57.298733
0.6;312;403;503677;11:50:57.354188
0.58;312;403;503742;11:50:57.418776
0.6;311;402;503792;11:50:57.469715
0.61;311;402;503849;11:50:57.526106
0.61;311;403;503903;11:50:57.580277
0.61;311;403;503959;11:50:57.635397
0.61;311;403;504019;11:50:57.695464
0.61;311;403;504078;11:50:57.754796
0.61;311;403;504130;11:50:57.807621
0.59;312;403;504179;11:50:57.855650
0.6;312;403;504227;11:50:57.903903
0.6;312;403;504271;11:50:57.947069
0.6;312;403;504301;11:50:57.977728
0.59;312;403;504328;11:50:58.004943
0.6;312;403;504362;11:50:58.038767
0.6;312;403;504417;11:50:58.092999
0.6;312;403;504476;11:50:58.152769
0.6;312;403;504511;11:50:58.187354
0.6;312;403;504551;11:50:58.227624
0.6;312;403;504589;11:50:58.266645
0.6;312;403;504625;11:50:58.302664
0.6;312;403;504662;11:50:58.338328
0.61;312;403;504698;11:50:58.374624
0.61;312;403;504735;11:50:58.412433
0.61;312;403;504771;11:50:58.448341
0.6;312;404;504796;11:50:58.472824
0.61;312;404;504829;11:50:58.505780
0.61;312;404;504871;11:50:58.548441
0.61;312;404;504897;11:50:58.573530
0.6;312;404;504932;11:50:58.608480
0.61;312;404;504970;11:50:58.646730
0.61;312;404;504996;11:50:58.672435
0.59;313;404;505033;11:50:58.709495
0.55;316;407;505071;11:50:58.748415
0.51;318;409;505099;11:50:58.775681
0.52;318;409;505138;11:50:58.814454
0.52;318;409;505166;11:50:58.843379
0.55;317;409;505200;11:50:58.876474
0.51;318;409;505241;11:50:58.918350
0.53;317;409;505270;11:50:58.947274
0.54;317;409;505305;11:50:58.982762
0.55;317;409;505336;11:50:59.013220
0.52;317;408;505370;11:50:59.046353
0.54;317;408;505409;11:50:59.086204
0.52;317;408;505435;11:50:59.111060
0.54;317;408;505467;11:50:59.144258
0.52;317;408;505507;11:50:59.183417
0.54;316;407;505536;11:50:59.212233
