ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.5;323;413;257595;11:46:51.268231
0.57;320;411;259837;11:46:53.510784
0.57;320;412;259869;11:46:53.542798
0.56;320;411;259900;11:46:53.574313
0.56;320;411;259937;11:46:53.610553
0.56;320;411;259968;11:46:53.641289
0.56;320;411;260007;11:46:53.680576
0.56;320;411;260045;11:46:53.719176
0.56;320;412;260088;11:46:53.762642
0.52;323;414;260127;11:46:53.801647
0.52;323;414;260168;11:46:53.841340
0.52;323;414;260203;11:46:53.876645
0.52;323;414;260239;11:46:53.913207
0.52;323;414;260278;11:46:53.952441
0.52;323;415;260313;11:46:53.987389
0.52;323;415;260343;11:46:54.016355
0.49;324;415;260381;11:46:54.054225
0.49;324;415;260414;11:46:54.088631
0.52;323;415;260448;11:46:54.122300
0.52;323;415;260482;11:46:54.156266
0.52;323;415;260515;11:46:54.189623
0.51;323;414;260546;11:46:54.220301
0.59;318;410;260581;11:46:54.254268
0.6;317;408;260618;11:46:54.292250
0.58;317;408;260651;11:46:54.324509
0.59;317;408;260685;11:46:54.359377
0.61;316;408;260718;11:46:54.391352
0.61;316;408;260752;11:46:54.426464
0.61;316;408;260785;11:46:54.459441
0.61;316;408;260818;11:46:54.492422
0.59;317;408;260854;11:46:54.527669
0.6;317;408;260889;11:46:54.563145
0.61;316;408;260923;11:46:54.596896
0.59;317;408;260961;11:46:54.635241
0.59;317;408;260996;11:46:54.669618
0.59;317;409;261029;11:46:54.702484
0.61;316;408;261062;11:46:54.736369
0.62;316;408;261097;11:46:54.771326
0.62;316;408;261136;11:46:54.809468
0.61;316;408;261180;11:46:54.853735
0.61;316;407;261211;11:46:54.885483
0.64;315;407;261246;11:46:54.920224
0.63;314;406;261279;11:46:54.953230
0.62;314;406;261312;11:46:54.986146
0.64;314;406;261347;11:46:55.020314
0.64;314;406;261380;11:46:55.054069
0.62;314;406;261437;11:46:55.110536
0.62;314;407;261474;11:46:55.148487
0.56;318;410;261511;11:46:55.185647
0.56;318;410;261548;11:46:55.222505
0.55;319;411;261579;11:46:55.253444
0.55;319;411;261613;11:46:55.286298
0.56;319;411;261645;11:46:55.319026
0.54;320;411;261677;11:46:55.350366
0.55;320;411;261709;11:46:55.383261
0.55;320;412;261742;11:46:55.415548
0.53;321;413;261781;11:46:55.454735
0.52;322;415;261812;11:46:55.486472
0.52;323;415;261849;11:46:55.523585
0.53;322;415;261883;11:46:55.556665
0.51;323;415;261917;11:46:55.591175
0.52;323;415;261950;11:46:55.624388
0.51;323;415;261987;11:46:55.661691
0.5;324;416;262027;11:46:55.701685
0.52;323;416;262054;11:46:55.727615
0.5;324;416;262104;11:46:55.778352
0.52;323;416;262148;11:46:55.821277
0.51;323;416;262188;11:46:55.862411
0.51;323;416;262235;11:46:55.909418
0.51;323;416;262280;11:46:55.953244
0.51;323;415;262321;11:46:55.994700
0.51;323;416;262365;11:46:56.038439
0.52;322;415;262406;11:46:56.079587
0.51;322;415;262439;11:46:56.113498
0.52;322;415;262469;11:46:56.142628
0.51;322;415;262504;11:46:56.177786
0.51;322;415;262545;11:46:56.218438
0.51;322;415;262571;11:46:56.245010
