ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.57;315;409;352035;11:48:25.709542
0.54;315;405;355357;11:48:29.032153
0.56;315;405;355392;11:48:29.067538
0.56;315;405;355430;11:48:29.105151
0.55;315;405;355459;11:48:29.134526
0.55;315;405;355492;11:48:29.167461
0.57;314;405;355535;11:48:29.209478
0.55;315;405;355575;11:48:29.249408
0.55;315;405;355609;11:48:29.283429
0.55;315;405;355653;11:48:29.327409
0.53;315;405;355690;11:48:29.365367
0.55;315;405;355732;11:48:29.407425
0.6;312;402;355767;11:48:29.442357
0.59;312;402;355794;11:48:29.469092
0.6;312;402;355831;11:48:29.506502
0.59;312;402;355864;11:48:29.538421
0.58;312;402;355896;11:48:29.571063
0.58;312;402;355929;11:48:29.603724
0.6;312;403;355967;11:48:29.642295
0.57;313;403;356007;11:48:29.681981
0.59;313;403;356038;11:48:29.712579
0.59;313;403;356068;11:48:29.743028
0.6;313;404;356102;11:48:29.776824
