ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;315;407;369211;11:48:42.885728
0.54;317;409;372467;11:48:46.142303
0.56;316;409;372544;11:48:46.219609
0.56;316;408;372618;11:48:46.293643
0.56;316;408;372673;11:48:46.347858
0.6;313;406;372724;11:48:46.399393
0.61;313;406;372777;11:48:46.452355
0.59;314;405;372830;11:48:46.504875
0.61;313;405;372881;11:48:46.556378
0.56;316;409;372930;11:48:46.605777
0.55;317;409;372980;11:48:46.655148
0.52;318;409;373031;11:48:46.706840
0.55;317;409;373078;11:48:46.753616
0.55;317;409;373115;11:48:46.790145
0.52;318;410;373151;11:48:46.825955
0.5;320;412;373186;11:48:46.860598
0.51;320;412;373222;11:48:46.896798
0.51;320;412;373258;11:48:46.932765
0.51;320;412;373287;11:48:46.961948
0.51;320;412;373318;11:48:46.993695
0.51;320;412;373352;11:48:47.027869
0.52;319;412;373385;11:48:47.059840
0.51;320;413;373419;11:48:47.094407
0.51;320;413;373454;11:48:47.128896
0.51;320;413;373485;11:48:47.160382
0.51;320;413;373520;11:48:47.195325
0.51;320;413;373558;11:48:47.232812
0.51;320;412;373588;11:48:47.264056
0.51;320;412;373619;11:48:47.294039
0.51;320;412;373654;11:48:47.329398
