ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;315;408;377652;11:48:51.327851
0.56;315;408;380774;11:48:54.449830
0.56;315;408;380802;11:48:54.477136
0.56;315;408;380834;11:48:54.509498
0.55;315;407;380875;11:48:54.551173
0.56;315;407;380911;11:48:54.587096
0.56;315;407;380939;11:48:54.614092
0.56;315;407;380979;11:48:54.653748
0.56;315;407;381014;11:48:54.689012
0.56;315;408;381046;11:48:54.721820
0.56;315;408;381081;11:48:54.757200
0.57;313;405;381118;11:48:54.793728
0.61;312;405;381149;11:48:54.823683
0.6;312;405;381182;11:48:54.857589
0.6;312;404;381221;11:48:54.896834
0.6;312;404;381259;11:48:54.934680
0.6;312;404;381296;11:48:54.970837
0.6;312;404;381334;11:48:55.008844
0.6;312;404;381367;11:48:55.042057
0.6;312;404;381395;11:48:55.070266
0.6;312;405;381435;11:48:55.110629
0.56;314;407;381465;11:48:55.141063
0.56;314;407;381501;11:48:55.175822
0.56;314;407;381541;11:48:55.216136
0.56;314;407;381566;11:48:55.241910
0.56;314;407;381609;11:48:55.284743
0.56;314;407;381634;11:48:55.308824
0.56;314;407;381676;11:48:55.351698
0.57;313;405;381709;11:48:55.383648
0.57;313;406;381738;11:48:55.413353
