ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;318;404;627135;11:53:00.813790
0.51;318;404;629312;11:53:02.989768
0.53;318;405;629372;11:53:03.049762
0.51;319;404;629428;11:53:03.106592
0.51;319;404;629482;11:53:03.160440
0.53;319;405;629533;11:53:03.211488
0.49;321;406;629585;11:53:03.263478
0.49;321;407;629641;11:53:03.319972
0.49;321;406;629695;11:53:03.374134
0.49;321;407;629745;11:53:03.423217
0.5;321;407;629791;11:53:03.469670
0.49;321;406;629836;11:53:03.514330
0.51;320;406;629886;11:53:03.565330
0.51;320;406;629951;11:53:03.629234
0.51;320;406;630004;11:53:03.682703
0.5;320;406;630051;11:53:03.729642
0.62;314;401;630082;11:53:03.760141
0.62;314;401;630115;11:53:03.793205
0.6;315;401;630148;11:53:03.827083
0.6;315;401;630182;11:53:03.860369
0.6;315;401;630229;11:53:03.907249
0.6;315;401;630266;11:53:03.945223
0.6;315;401;630323;11:53:04.001127
0.6;315;401;630380;11:53:04.058041
0.6;315;401;630463;11:53:04.141823
0.62;314;401;630543;11:53:04.221147
0.62;314;401;630607;11:53:04.284675
0.5;320;406;630733;11:53:04.411328
0.52;320;406;630787;11:53:04.466292
0.49;321;406;630849;11:53:04.526663
0.49;321;406;630899;11:53:04.577349
0.52;320;406;630952;11:53:04.630578
0.5;320;406;631002;11:53:04.680651
