ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;313;404;497034;11:50:50.711329
0.56;314;405;499303;11:50:52.980007
0.56;314;405;499337;11:50:53.013223
0.56;314;405;499375;11:50:53.052183
0.55;314;405;499441;11:50:53.117325
0.55;314;405;499484;11:50:53.160487
0.56;314;405;499517;11:50:53.194509
0.56;314;405;499551;11:50:53.227461
0.56;314;405;499585;11:50:53.262190
0.56;314;405;499618;11:50:53.294656
0.54;315;406;499659;11:50:53.335445
0.52;316;407;499691;11:50:53.368319
0.52;316;407;499724;11:50:53.400910
0.52;316;407;499757;11:50:53.433937
0.52;316;407;499790;11:50:53.467104
0.52;316;407;499825;11:50:53.502479
