ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;313;404;477213;11:50:30.889944
0.56;315;407;480074;11:50:33.751074
0.56;315;406;480110;11:50:33.785935
0.56;315;407;480143;11:50:33.820249
0.56;315;407;480185;11:50:33.861692
0.56;315;406;480213;11:50:33.888944
0.56;315;406;480257;11:50:33.934234
0.56;315;407;480296;11:50:33.972958
0.51;318;409;480328;11:50:34.004943
0.52;318;409;480366;11:50:34.042855
0.51;318;409;480404;11:50:34.080156
0.52;318;409;480446;11:50:34.122436
0.53;317;409;480496;11:50:34.172802
