ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;309;399;184742;11:45:38.415363
0.55;306;396;187681;11:45:41.353565
0.56;306;396;187746;11:45:41.418525
0.55;306;397;187796;11:45:41.469151
0.56;306;396;187853;11:45:41.525913
0.57;306;397;187906;11:45:41.578738
0.52;309;399;187959;11:45:41.632407
0.52;309;399;188034;11:45:41.706355
0.51;309;399;188104;11:45:41.776298
0.59;304;393;188156;11:45:41.828455
0.62;303;393;188206;11:45:41.879155
0.62;303;393;188258;11:45:41.930495
0.59;304;393;188307;11:45:41.980399
0.62;303;393;188358;11:45:42.029907
0.6;304;394;188408;11:45:42.081298
0.62;303;393;188463;11:45:42.136022
0.59;304;393;188520;11:45:42.192941
0.59;304;393;188558;11:45:42.230339
0.59;304;394;188592;11:45:42.264412
0.6;304;393;188620;11:45:42.293565
0.59;304;394;188671;11:45:42.344184
0.6;304;394;188716;11:45:42.388294
0.59;304;394;188758;11:45:42.431196
0.59;304;394;188805;11:45:42.477236
0.59;304;394;188847;11:45:42.519704
0.59;304;394;188889;11:45:42.562291
0.6;304;394;188933;11:45:42.605545
0.6;304;394;188988;11:45:42.660389
0.62;304;394;189052;11:45:42.724396
0.59;305;394;189103;11:45:42.775529
0.59;305;394;189155;11:45:42.827598
0.51;310;399;189211;11:45:42.883732
0.51;310;400;189266;11:45:42.938149
0.51;310;400;189324;11:45:42.996242
