ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;322;415;270400;11:47:04.074519
0.55;316;409;273189;11:47:06.863070
0.55;316;410;273232;11:47:06.905876
0.57;316;409;273271;11:47:06.945073
0.55;316;409;273306;11:47:06.980580
0.55;316;410;273337;11:47:07.011708
0.56;316;410;273373;11:47:07.047465
0.51;320;413;273438;11:47:07.112410
0.51;320;413;273488;11:47:07.161677
0.51;320;413;273522;11:47:07.196446
0.51;320;413;273561;11:47:07.235418
0.51;320;413;273598;11:47:07.271883
0.51;320;413;273657;11:47:07.330454
0.55;317;411;273704;11:47:07.378313
0.6;314;407;273744;11:47:07.418032
0.6;314;407;273781;11:47:07.455552
0.6;314;407;273817;11:47:07.491382
0.6;314;407;273853;11:47:07.527442
0.6;314;407;273884;11:47:07.558363
0.6;314;407;273930;11:47:07.604405
0.6;314;407;273962;11:47:07.636425
0.6;314;407;273995;11:47:07.668688
0.61;313;406;274034;11:47:07.708252
0.61;313;406;274089;11:47:07.763378
0.61;313;406;274127;11:47:07.800770
0.61;313;406;274163;11:47:07.836431
0.62;313;406;274190;11:47:07.863421
0.62;313;406;274228;11:47:07.901705
0.61;313;406;274261;11:47:07.935658
0.61;313;406;274297;11:47:07.971550
0.62;312;406;274332;11:47:08.005878
0.61;313;406;274367;11:47:08.040539
