ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;319;408;81761;11:43:55.431518
0.55;319;408;81806;11:43:55.477082
0.55;319;408;81850;11:43:55.521348
0.55;319;408;81898;11:43:55.569277
0.55;319;408;81946;11:43:55.616923
0.55;319;408;82004;11:43:55.674487
0.52;321;410;82066;11:43:55.736437
0.52;321;410;82129;11:43:55.799717
0.52;321;410;82174;11:43:55.844620
0.52;321;410;82214;11:43:55.885297
0.52;321;410;82270;11:43:55.940924
0.52;321;410;82320;11:43:55.990970
0.5;322;411;82365;11:43:56.035410
0.5;322;411;82414;11:43:56.084592
0.52;322;411;82458;11:43:56.129035
0.5;322;411;82505;11:43:56.176243
0.5;322;411;82551;11:43:56.221914
0.49;322;411;82594;11:43:56.265286
0.49;322;411;82640;11:43:56.311436
0.49;322;410;82690;11:43:56.361327
0.54;320;409;82736;11:43:56.406303
0.56;318;407;82781;11:43:56.452453
0.61;315;404;82822;11:43:56.492514
0.58;316;404;82861;11:43:56.531398
0.61;315;404;82913;11:43:56.583926
0.61;315;404;82971;11:43:56.641749
0.61;315;404;83017;11:43:56.688381
0.61;315;404;83065;11:43:56.736639
0.61;315;404;83113;11:43:56.784612
0.49;322;409;83161;11:43:56.831875
0.46;322;410;83216;11:43:56.886364
0.49;321;409;83273;11:43:56.944421
0.56;316;403;83322;11:43:56.992915
0.55;316;404;83370;11:43:57.040631
0.58;315;404;83415;11:43:57.086796
0.55;316;404;83462;11:43:57.132903
0.55;316;404;83544;11:43:57.214907
