ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;316;408;544841;11:51:38.518778
0.56;316;408;547820;11:51:41.497197
0.55;316;408;547882;11:51:41.558575
0.56;316;408;547941;11:51:41.618459
0.56;316;408;547991;11:51:41.668212
0.55;316;408;548042;11:51:41.719654
0.52;319;410;548092;11:51:41.768919
0.52;319;410;548140;11:51:41.816708
0.53;319;410;548189;11:51:41.866324
0.53;318;410;548223;11:51:41.900060
0.56;316;408;548257;11:51:41.934074
0.59;314;405;548291;11:51:41.967822
0.61;313;405;548321;11:51:41.998998
0.61;313;405;548353;11:51:42.030935
0.61;313;405;548387;11:51:42.064116
