ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;314;404;106833;11:44:20.504863
0.55;318;409;109175;11:44:22.846042
0.56;318;409;109206;11:44:22.877357
0.56;318;409;109243;11:44:22.914835
0.56;318;409;109277;11:44:22.948041
0.56;318;408;109311;11:44:22.982195
0.55;318;408;109342;11:44:23.013914
0.55;318;408;109381;11:44:23.052429
0.55;318;409;109421;11:44:23.092891
0.55;318;408;109450;11:44:23.121820
0.55;319;410;109486;11:44:23.157230
0.55;320;411;109520;11:44:23.191186
0.55;320;411;109553;11:44:23.224813
0.55;320;411;109588;11:44:23.259115
0.52;321;412;109623;11:44:23.294563
0.55;319;409;109654;11:44:23.325720
0.61;315;406;109686;11:44:23.357256
0.61;315;406;109720;11:44:23.391745
0.61;315;406;109755;11:44:23.425814
0.6;315;406;109787;11:44:23.458177
0.6;315;406;109823;11:44:23.494133
0.61;315;406;109860;11:44:23.531724
0.59;315;406;109902;11:44:23.573475
0.61;315;406;109940;11:44:23.612028
0.61;315;406;109979;11:44:23.650737
0.61;315;406;110012;11:44:23.682800
0.61;315;406;110043;11:44:23.714831
0.61;315;406;110077;11:44:23.747945
0.61;315;406;110111;11:44:23.782291
0.61;315;406;110144;11:44:23.815835
0.62;315;406;110178;11:44:23.849698
0.62;315;406;110210;11:44:23.881924
0.62;315;406;110247;11:44:23.918862
0.62;315;406;110286;11:44:23.958180
0.59;316;406;110322;11:44:23.993228
0.6;316;406;110355;11:44:24.027196
0.59;316;406;110387;11:44:24.058108
0.59;316;406;110420;11:44:24.091824
0.6;316;406;110457;11:44:24.128794
0.61;316;407;110488;11:44:24.159743
0.56;319;410;110521;11:44:24.193235
0.54;322;413;110554;11:44:24.225804
0.55;322;414;110591;11:44:24.262775
0.53;322;413;110621;11:44:24.291706
0.54;322;413;110660;11:44:24.331167
0.54;322;414;110698;11:44:24.368926
0.54;322;414;110730;11:44:24.401434
0.54;322;413;110763;11:44:24.435213
0.53;322;413;110797;11:44:24.468201
0.53;322;414;110830;11:44:24.501140
0.53;322;414;110871;11:44:24.542208
0.52;323;414;110910;11:44:24.581956
0.52;323;414;110953;11:44:24.623371
0.52;323;414;110988;11:44:24.659132
0.51;323;414;111021;11:44:24.691807
0.51;323;414;111053;11:44:24.724723
0.52;323;414;111089;11:44:24.760089
0.51;323;414;111120;11:44:24.791870
0.57;319;410;111157;11:44:24.828840
0.57;319;410;111189;11:44:24.860224
0.56;319;409;111218;11:44:24.889744
0.55;319;409;111254;11:44:24.925974
0.55;319;409;111290;11:44:24.962107
0.57;318;409;111322;11:44:24.994052
0.57;318;408;111357;11:44:25.028913
