ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;314;404;145737;11:44:59.408751
0.54;314;404;148475;11:45:02.147624
0.56;313;404;148511;11:45:02.183435
0.56;313;405;148549;11:45:02.220623
0.56;313;405;148585;11:45:02.256437
0.55;314;405;148619;11:45:02.291127
0.55;314;405;148655;11:45:02.326818
0.55;314;405;148686;11:45:02.358108
0.55;314;405;148724;11:45:02.396191
0.54;316;407;148760;11:45:02.431514
0.53;317;408;148795;11:45:02.466601
0.54;316;408;148836;11:45:02.508252
0.59;312;404;148874;11:45:02.545516
0.59;311;402;148909;11:45:02.581358
0.59;311;402;148945;11:45:02.616449
0.59;311;402;148981;11:45:02.652661
0.59;311;402;149032;11:45:02.703413
0.59;311;402;149080;11:45:02.752630
0.59;311;402;149109;11:45:02.781655
