ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;320;413;603156;11:52:36.834352
0.53;316;410;605975;11:52:39.653497
0.55;316;410;606013;11:52:39.691871
0.53;316;410;606044;11:52:39.722776
0.53;316;410;606075;11:52:39.752767
0.53;316;410;606117;11:52:39.794634
0.56;315;410;606152;11:52:39.829764
0.53;316;410;606180;11:52:39.857238
0.53;316;410;606221;11:52:39.899433
0.53;317;412;606255;11:52:39.933539
0.51;319;413;606291;11:52:39.968704
0.49;320;413;606330;11:52:40.008191
0.51;319;413;606362;11:52:40.040773
0.48;320;413;606391;11:52:40.068801
0.5;319;413;606432;11:52:40.109840
0.51;319;413;606458;11:52:40.135756
0.5;319;413;606490;11:52:40.167827
0.51;319;413;606531;11:52:40.208447
0.5;319;413;606564;11:52:40.242533
0.49;320;413;606589;11:52:40.267525
0.49;320;414;606632;11:52:40.309831
