ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;315;407;164646;11:45:18.318701
0.56;313;404;167390;11:45:21.062013
0.56;313;404;167427;11:45:21.098608
0.56;313;404;167469;11:45:21.141304
0.56;313;404;167501;11:45:21.174160
0.56;313;405;167537;11:45:21.209528
0.56;313;405;167570;11:45:21.242168
0.56;313;405;167606;11:45:21.278448
0.56;313;405;167637;11:45:21.309305
0.56;313;405;167671;11:45:21.343347
0.56;313;404;167708;11:45:21.381063
0.56;313;405;167752;11:45:21.424668
0.61;311;403;167784;11:45:21.456786
0.59;311;402;167817;11:45:21.489156
0.59;311;402;167849;11:45:21.521197
0.61;310;402;167884;11:45:21.556567
0.62;310;401;167918;11:45:21.590804
0.61;310;401;167969;11:45:21.641941
0.59;310;401;167998;11:45:21.669853
0.59;310;400;168033;11:45:21.706223
0.59;310;401;168067;11:45:21.739276
0.61;309;400;168099;11:45:21.771511
0.61;309;400;168131;11:45:21.803929
0.61;309;400;168169;11:45:21.841352
0.61;309;400;168202;11:45:21.874842
0.59;310;400;168239;11:45:21.910616
0.59;310;400;168275;11:45:21.947011
0.59;310;400;168315;11:45:21.987946
0.59;310;400;168353;11:45:22.025361
0.59;310;400;168386;11:45:22.058862
0.59;310;400;168429;11:45:22.102017
0.59;310;400;168464;11:45:22.137097
0.59;310;401;168496;11:45:22.168161
0.59;310;400;168529;11:45:22.201368
0.59;310;401;168561;11:45:22.233867
