ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;313;402;245822;11:46:39.496379
0.57;312;401;249145;11:46:42.818778
0.57;312;402;249198;11:46:42.872154
0.56;312;402;249249;11:46:42.922138
0.58;312;402;249289;11:46:42.962306
0.57;312;401;249328;11:46:43.001945
0.57;312;402;249370;11:46:43.043966
0.57;312;402;249410;11:46:43.083154
0.56;312;402;249455;11:46:43.128227
0.55;313;403;249504;11:46:43.178143
0.51;315;405;249550;11:46:43.223254
0.52;315;404;249599;11:46:43.272184
0.51;315;404;249650;11:46:43.323435
0.52;315;404;249697;11:46:43.370768
0.52;315;404;249740;11:46:43.413619
0.56;312;402;249785;11:46:43.458502
0.55;312;402;249831;11:46:43.504451
0.55;312;402;249881;11:46:43.554719
0.56;312;402;249939;11:46:43.612218
0.56;312;402;249995;11:46:43.669555
0.56;312;402;250047;11:46:43.721553
0.51;315;405;250093;11:46:43.766189
0.53;315;404;250141;11:46:43.815423
