ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;321;412;320061;11:47:53.736054
0.57;316;408;322727;11:47:56.401649
0.54;317;409;322775;11:47:56.449798
0.54;317;409;322826;11:47:56.501093
0.54;317;409;322880;11:47:56.555223
0.54;317;409;322932;11:47:56.606667
0.54;317;409;322983;11:47:56.658577
0.55;316;408;323034;11:47:56.708718
0.59;314;406;323081;11:47:56.755514
0.59;314;406;323126;11:47:56.801523
0.59;314;406;323159;11:47:56.833843
0.57;316;409;323194;11:47:56.868368
0.52;320;412;323232;11:47:56.906945
0.5;321;412;323264;11:47:56.938895
0.5;321;413;323304;11:47:56.978606
0.5;321;413;323344;11:47:57.019117
0.53;320;412;323379;11:47:57.053528
0.5;321;412;323413;11:47:57.088040
0.53;320;412;323447;11:47:57.122403
0.5;321;412;323481;11:47:57.156106
0.53;320;413;323513;11:47:57.187390
0.5;321;413;323547;11:47:57.221252
0.53;320;412;323579;11:47:57.253203
0.53;320;412;323620;11:47:57.294622
0.53;320;412;323656;11:47:57.330546
0.53;320;412;323687;11:47:57.362042
0.5;321;412;323722;11:47:57.396110
0.53;320;412;323757;11:47:57.431429
0.52;320;412;323791;11:47:57.465228
0.52;320;412;323846;11:47:57.520629
0.53;320;412;323880;11:47:57.555012
0.51;320;412;323920;11:47:57.594876
0.51;320;412;323955;11:47:57.630276
0.53;319;412;324013;11:47:57.687053
0.5;320;412;324070;11:47:57.744824
0.5;320;411;324126;11:47:57.801035
0.5;320;411;324193;11:47:57.867606
0.51;320;411;324290;11:47:57.964631
0.5;320;411;324356;11:47:58.030516
0.56;315;408;324422;11:47:58.096920
0.56;315;406;324474;11:47:58.149476
0.57;314;406;324527;11:47:58.201305
0.57;314;406;324583;11:47:58.257591
