ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;317;409;360601;11:48:34.276919
0.55;316;407;362663;11:48:36.337513
0.56;316;407;362709;11:48:36.384745
0.57;315;407;362746;11:48:36.421996
0.57;315;407;362784;11:48:36.460006
0.56;315;407;362824;11:48:36.499510
0.55;316;407;362850;11:48:36.524891
0.56;315;407;362890;11:48:36.565058
0.56;315;407;362931;11:48:36.605772
0.56;315;407;362964;11:48:36.639146
0.58;314;406;362995;11:48:36.670257
0.6;313;405;363036;11:48:36.711564
0.6;313;405;363073;11:48:36.748623
0.6;313;405;363101;11:48:36.775548
0.58;314;406;363148;11:48:36.822235
0.57;314;406;363181;11:48:36.855986
0.53;318;409;363209;11:48:36.883924
0.52;319;410;363244;11:48:36.919508
0.52;319;410;363281;11:48:36.955510
0.5;319;410;363309;11:48:36.983636
