ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;313;405;586242;11:52:19.919674
0.56;312;405;589205;11:52:22.883467
0.55;312;405;589239;11:52:22.916315
0.54;313;406;589273;11:52:22.951223
0.57;312;406;589308;11:52:22.986302
0.54;313;405;589339;11:52:23.017289
0.57;312;406;589387;11:52:23.064371
0.57;312;406;589423;11:52:23.100820
0.59;310;403;589460;11:52:23.138294
0.57;310;402;589492;11:52:23.169087
0.58;310;402;589521;11:52:23.198097
0.58;310;402;589555;11:52:23.232288
0.6;309;402;589598;11:52:23.276876
0.59;310;402;589629;11:52:23.306499
0.59;310;402;589663;11:52:23.341300
0.61;309;402;589702;11:52:23.380371
0.59;310;402;589730;11:52:23.407439
0.6;309;402;589770;11:52:23.447380
0.58;310;402;589796;11:52:23.474054
