ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;313;404;532161;11:51:25.838569
0.56;315;407;534438;11:51:28.115740
0.56;315;407;534489;11:51:28.166866
0.56;315;407;534542;11:51:28.219026
0.56;315;407;534591;11:51:28.268891
0.56;315;407;534640;11:51:28.317068
0.52;318;410;534691;11:51:28.367744
0.52;318;409;534743;11:51:28.419656
0.51;318;410;534791;11:51:28.468258
0.52;318;410;534827;11:51:28.504902
0.56;315;407;534860;11:51:28.537446
0.55;315;407;534903;11:51:28.580737
0.56;315;407;534938;11:51:28.615874
