ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;314;406;508255;11:51:01.931831
0.55;315;406;511046;11:51:04.723130
0.54;315;406;511093;11:51:04.770257
0.56;315;406;511160;11:51:04.836804
0.55;315;406;511226;11:51:04.902129
0.56;315;406;511293;11:51:04.969477
0.6;312;404;511348;11:51:05.024516
0.6;312;403;511397;11:51:05.073892
0.6;312;403;511451;11:51:05.128175
0.6;312;404;511509;11:51:05.186011
0.6;312;403;511556;11:51:05.232779
0.6;312;404;511606;11:51:05.283501
0.6;312;404;511690;11:51:05.367031
0.6;312;404;511741;11:51:05.418186
0.6;312;403;511792;11:51:05.469571
0.62;311;402;511842;11:51:05.518694
0.63;311;402;511876;11:51:05.553124
0.65;310;401;511920;11:51:05.596270
0.65;310;401;511960;11:51:05.637223
0.62;310;401;511990;11:51:05.666261
0.62;310;401;512023;11:51:05.699256
0.62;310;401;512079;11:51:05.755666
0.61;311;402;512145;11:51:05.821557
0.62;311;402;512177;11:51:05.853795
0.62;311;402;512238;11:51:05.915109
0.61;311;402;512274;11:51:05.950763
0.63;310;402;512311;11:51:05.988416
0.63;310;402;512354;11:51:06.031416
0.63;310;402;512397;11:51:06.074394
0.63;310;402;512435;11:51:06.112359
0.62;310;402;512472;11:51:06.149726
0.63;310;402;512511;11:51:06.188365
0.61;311;402;512544;11:51:06.221180
0.6;311;402;512579;11:51:06.255324
0.61;311;402;512619;11:51:06.296500
0.61;311;402;512654;11:51:06.331548
0.63;310;402;512688;11:51:06.364981
0.64;310;402;512723;11:51:06.399229
