ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;313;405;555670;11:51:49.347206
0.55;316;408;558602;11:51:52.279441
0.55;316;408;558640;11:51:52.317444
0.57;315;408;558667;11:51:52.344459
0.56;315;408;558702;11:51:52.379510
0.56;315;408;558772;11:51:52.449174
0.55;316;408;558801;11:51:52.477984
0.56;315;408;558834;11:51:52.511102
0.56;315;408;558867;11:51:52.545155
0.56;315;408;558909;11:51:52.586183
0.6;313;405;558956;11:51:52.632944
0.6;313;405;558983;11:51:52.660923
0.59;313;405;559015;11:51:52.692154
0.6;313;405;559049;11:51:52.726402
0.56;315;407;559090;11:51:52.767012
0.56;315;407;559127;11:51:52.803835
0.56;315;407;559163;11:51:52.841068
0.56;315;406;559188;11:51:52.865608
0.56;315;407;559232;11:51:52.910139
