ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;315;407;157140;11:45:10.812909
0.55;313;404;159831;11:45:13.503292
0.56;312;404;159863;11:45:13.535020
0.54;313;404;159892;11:45:13.564509
0.55;313;404;159939;11:45:13.611270
0.54;313;404;159987;11:45:13.659345
0.55;313;404;160029;11:45:13.700998
0.54;313;404;160073;11:45:13.744915
0.56;312;403;160115;11:45:13.788041
0.59;310;401;160162;11:45:13.834237
0.59;310;401;160205;11:45:13.878074
0.59;310;401;160274;11:45:13.945514
0.59;310;401;160349;11:45:14.021150
0.59;311;402;160433;11:45:14.105310
0.55;313;404;160502;11:45:14.174385
0.55;313;404;160561;11:45:14.234129
0.55;313;404;160609;11:45:14.282252
0.55;313;405;160684;11:45:14.356656
0.49;317;408;160752;11:45:14.424104
