ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;316;409;396778;11:49:10.453908
0.58;316;409;399547;11:49:13.222259
0.58;316;409;399581;11:49:13.255904
0.58;316;409;399612;11:49:13.287992
0.55;317;409;399647;11:49:13.321813
0.55;317;409;399677;11:49:13.353047
0.58;316;409;399715;11:49:13.390376
0.55;317;409;399743;11:49:13.418944
0.55;317;409;399781;11:49:13.456449
0.55;317;409;399807;11:49:13.482104
0.52;319;411;399842;11:49:13.517366
0.52;319;412;399888;11:49:13.564159
0.52;319;412;399916;11:49:13.591101
0.52;319;412;399955;11:49:13.630304
0.52;319;412;399992;11:49:13.667486
0.53;319;412;400015;11:49:13.690880
0.52;319;412;400060;11:49:13.736001
0.53;319;412;400089;11:49:13.764890
0.56;316;409;400122;11:49:13.797611
0.59;314;406;400157;11:49:13.832277
0.61;313;406;400185;11:49:13.860117
0.61;313;406;400222;11:49:13.897330
0.59;314;406;400254;11:49:13.929286
0.59;314;406;400290;11:49:13.966217
0.61;313;406;400323;11:49:13.998281
0.61;313;406;400356;11:49:14.032201
0.59;314;406;400387;11:49:14.062352
0.58;314;406;400427;11:49:14.102629
0.58;314;406;400463;11:49:14.137928
0.58;314;406;400498;11:49:14.174036
0.58;314;406;400540;11:49:14.214969
0.59;314;406;400571;11:49:14.246376
0.59;314;406;400602;11:49:14.277171
0.61;313;406;400638;11:49:14.314012
0.62;313;406;400671;11:49:14.346145
0.49;318;405;400703;11:49:14.378770
0.49;318;405;400738;11:49:14.413654
0.49;318;405;400771;11:49:14.446173
0.55;314;404;400802;11:49:14.478180
0.62;312;406;400841;11:49:14.516875
0.62;313;406;400873;11:49:14.549281
0.62;313;406;400905;11:49:14.580586
0.6;314;406;400943;11:49:14.617959
0.6;314;407;400973;11:49:14.648932
0.6;314;406;401033;11:49:14.708223
0.6;314;406;401084;11:49:14.760074
0.6;314;406;401123;11:49:14.798317
0.6;314;406;401168;11:49:14.843656
0.6;314;406;401208;11:49:14.883145
0.6;314;406;401249;11:49:14.923910
0.6;314;407;401281;11:49:14.956717
0.6;314;406;401317;11:49:14.993156
0.6;314;407;401351;11:49:15.026549
0.6;314;407;401382;11:49:15.058288
0.6;314;406;401419;11:49:15.094930
0.6;314;406;401453;11:49:15.129429
0.64;313;406;401483;11:49:15.159152
0.64;313;407;401516;11:49:15.191723
0.64;313;407;401549;11:49:15.225071
0.64;313;406;401584;11:49:15.259353
0.64;313;406;401622;11:49:15.298245
0.63;313;406;401661;11:49:15.336307
0.63;313;406;401697;11:49:15.371966
0.6;314;406;401727;11:49:15.402450
0.6;314;406;401762;11:49:15.437781
0.59;314;406;401794;11:49:15.469319
0.6;314;406;401831;11:49:15.507038
0.6;314;406;401866;11:49:15.541000
0.61;314;407;401899;11:49:15.574763
0.61;314;407;401936;11:49:15.610978
0.61;314;407;401976;11:49:15.652315
0.61;314;407;402020;11:49:15.696064
0.61;314;407;402065;11:49:15.740942
0.59;315;407;402105;11:49:15.781210
0.61;314;407;402134;11:49:15.809864
0.59;315;407;402168;11:49:15.842994
0.61;314;407;402202;11:49:15.878142
0.61;314;407;402246;11:49:15.921149
0.59;315;407;402278;11:49:15.953111
0.61;314;407;402311;11:49:15.986628
0.61;314;407;402343;11:49:16.019045
0.61;314;407;402384;11:49:16.060026
0.59;315;407;402419;11:49:16.094357
0.6;315;408;402450;11:49:16.125895
0.59;315;407;402494;11:49:16.169642
0.59;315;407;402534;11:49:16.210115
0.59;315;407;402562;11:49:16.238275
0.61;314;407;402604;11:49:16.280031
0.59;315;407;402638;11:49:16.314193
0.59;315;407;402671;11:49:16.346082
0.59;315;407;402713;11:49:16.388316
0.59;315;407;402754;11:49:16.429219
0.6;315;408;402796;11:49:16.471190
