ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;316;411;345118;11:48:18.793390
0.55;316;411;347979;11:48:21.654720
0.55;316;411;348020;11:48:21.695254
0.56;316;410;348057;11:48:21.731853
0.56;316;410;348093;11:48:21.767937
0.57;316;410;348134;11:48:21.809545
0.57;316;410;348185;11:48:21.859525
0.57;316;410;348240;11:48:21.915517
0.57;316;410;348324;11:48:21.998402
0.57;314;407;348383;11:48:22.057862
0.57;314;407;348432;11:48:22.106975
0.57;314;408;348482;11:48:22.157598
0.59;314;408;348530;11:48:22.205677
0.53;318;412;348583;11:48:22.258065
0.53;319;413;348643;11:48:22.318341
0.52;319;413;348703;11:48:22.378300
