ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.57;315;409;284157;11:47:17.830657
0.56;315;409;287289;11:47:20.963158
0.55;315;409;287357;11:47:21.030312
0.56;315;409;287432;11:47:21.106397
0.56;315;409;287499;11:47:21.173507
0.5;319;412;287558;11:47:21.231788
0.51;319;412;287608;11:47:21.281473
0.51;319;412;287668;11:47:21.341593
0.5;319;412;287729;11:47:21.403271
0.58;313;406;287813;11:47:21.487820
0.58;313;406;287898;11:47:21.572367
0.58;313;406;287949;11:47:21.623810
0.6;312;406;288000;11:47:21.673692
0.62;311;405;288055;11:47:21.729498
0.59;312;405;288126;11:47:21.799917
0.59;312;405;288191;11:47:21.864800
0.6;312;405;288240;11:47:21.914889
0.58;312;405;288289;11:47:21.963263
0.61;311;405;288336;11:47:22.009890
