ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.64;312;406;333719;11:48:07.394290
0.56;316;410;337042;11:48:10.717257
0.56;316;409;337079;11:48:10.753166
0.55;316;410;337121;11:48:10.795487
0.55;316;410;337165;11:48:10.839597
0.55;316;409;337209;11:48:10.884505
0.57;316;410;337250;11:48:10.925201
0.52;318;412;337301;11:48:10.975473
0.53;318;412;337353;11:48:11.028071
0.53;318;412;337394;11:48:11.068690
0.53;318;412;337434;11:48:11.108571
0.52;318;412;337477;11:48:11.152692
0.53;318;412;337517;11:48:11.192175
0.57;315;409;337561;11:48:11.236350
0.59;314;408;337598;11:48:11.272580
0.59;314;407;337641;11:48:11.315326
0.59;314;407;337682;11:48:11.356636
0.59;314;407;337726;11:48:11.400667
0.59;314;408;337764;11:48:11.439471
