ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.61;311;402;512769;11:51:06.446027
0.56;316;408;514671;11:51:08.348229
0.56;316;408;514703;11:51:08.379730
0.58;316;408;514737;11:51:08.413298
0.56;316;408;514772;11:51:08.448494
0.55;317;408;514808;11:51:08.485279
0.58;316;408;514859;11:51:08.535906
0.56;317;408;514899;11:51:08.576521
0.58;316;408;514950;11:51:08.627291
0.55;317;409;514979;11:51:08.656106
0.52;319;410;515019;11:51:08.696371
0.52;319;410;515051;11:51:08.728286
0.52;319;410;515084;11:51:08.761470
0.52;319;410;515132;11:51:08.808390
0.52;319;410;515170;11:51:08.847884
0.54;318;409;515214;11:51:08.891234
0.56;315;407;515257;11:51:08.933338
0.56;315;407;515300;11:51:08.977202
0.56;315;406;515329;11:51:09.006532
0.56;315;406;515368;11:51:09.045566
0.56;315;406;515401;11:51:09.078043
0.56;315;406;515444;11:51:09.121388
0.61;312;404;515484;11:51:09.161469
0.61;312;404;515517;11:51:09.193653
0.62;312;404;515549;11:51:09.226577
0.61;312;404;515585;11:51:09.261575
0.61;312;404;515616;11:51:09.293230
0.61;312;404;515657;11:51:09.333696
0.61;312;403;515695;11:51:09.371782
0.61;312;403;515735;11:51:09.411737
0.61;312;403;515771;11:51:09.447188
0.61;312;403;515814;11:51:09.490922
0.61;312;403;515852;11:51:09.528385
0.62;312;404;515882;11:51:09.559458
0.62;312;404;515916;11:51:09.592358
0.59;313;404;515950;11:51:09.627763
0.56;316;408;515984;11:51:09.661326
0.56;316;408;516022;11:51:09.698211
