ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;319;410;411017;11:49:24.691854
0.56;317;407;413566;11:49:27.241300
0.56;317;408;413626;11:49:27.300975
0.56;317;408;413684;11:49:27.360058
0.56;317;408;413740;11:49:27.415258
0.55;317;408;413799;11:49:27.474859
0.52;320;411;413859;11:49:27.534781
0.51;320;411;413914;11:49:27.590325
0.52;320;411;414000;11:49:27.675769
0.52;320;411;414058;11:49:27.733618
0.53;319;410;414114;11:49:27.790362
0.53;319;409;414179;11:49:27.855546
0.53;319;409;414231;11:49:27.906531
0.52;319;409;414279;11:49:27.954517
0.52;319;409;414339;11:49:28.015052
0.53;318;408;414391;11:49:28.067066
0.55;316;406;414459;11:49:28.135099
0.57;315;406;414516;11:49:28.191736
