ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;316;408;516070;11:51:09.746602
0.57;315;407;519073;11:51:12.750489
0.56;315;407;519160;11:51:12.836210
0.56;315;407;519213;11:51:12.890115
0.56;315;407;519261;11:51:12.938442
0.56;315;407;519313;11:51:12.990170
0.55;315;407;519366;11:51:13.042850
0.59;313;405;519413;11:51:13.090068
0.59;313;404;519461;11:51:13.137526
0.59;313;404;519498;11:51:13.175707
0.59;313;404;519530;11:51:13.206965
0.59;313;404;519567;11:51:13.244223
0.59;313;404;519601;11:51:13.278659
0.59;313;404;519634;11:51:13.311160
0.56;315;407;519674;11:51:13.350827
0.54;317;409;519706;11:51:13.382829
0.52;317;409;519737;11:51:13.413888
0.52;317;409;519770;11:51:13.446855
