ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;317;409;480570;11:50:34.247213
0.56;315;407;482643;11:50:36.319932
0.56;315;406;482677;11:50:36.354192
0.56;315;407;482712;11:50:36.388266
0.56;315;406;482752;11:50:36.428647
0.56;315;407;482793;11:50:36.469635
0.56;315;407;482830;11:50:36.506934
0.56;315;406;482866;11:50:36.542983
0.56;315;407;482895;11:50:36.572377
0.53;317;408;482938;11:50:36.614184
0.53;317;408;482975;11:50:36.651761
0.53;317;408;483010;11:50:36.686257
0.53;317;408;483047;11:50:36.723171
0.53;317;409;483080;11:50:36.756706
0.53;316;407;483111;11:50:36.787284
0.61;312;404;483143;11:50:36.820160
0.61;312;404;483182;11:50:36.858151
0.61;312;404;483217;11:50:36.893898
0.61;312;404;483257;11:50:36.933302
0.61;312;404;483293;11:50:36.969594
0.61;312;403;483323;11:50:37.000107
0.6;312;403;483365;11:50:37.041920
0.63;311;403;483406;11:50:37.081906
0.63;311;403;483447;11:50:37.123875
0.63;311;403;483504;11:50:37.180102
0.61;311;403;483556;11:50:37.233032
0.61;311;403;483625;11:50:37.300814
0.61;311;403;483686;11:50:37.362439
0.62;311;403;483750;11:50:37.427169
0.62;311;403;483809;11:50:37.485331
0.55;314;402;483862;11:50:37.537899
0.49;316;402;483921;11:50:37.598300
0.61;311;401;483986;11:50:37.663169
0.6;311;401;484048;11:50:37.725571
0.6;311;401;484110;11:50:37.786976
0.6;311;401;484174;11:50:37.850647
0.6;311;400;484229;11:50:37.905774
0.6;311;400;484279;11:50:37.954950
0.6;311;400;484332;11:50:38.008475
0.6;311;400;484380;11:50:38.056319
0.62;310;401;484440;11:50:38.115920
0.6;311;401;484500;11:50:38.176953
0.6;311;401;484557;11:50:38.234580
0.6;311;401;484607;11:50:38.283176
0.61;311;402;484660;11:50:38.336504
0.63;311;402;484712;11:50:38.389021
0.61;311;402;484763;11:50:38.439537
0.61;311;402;484810;11:50:38.486365
