ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.6;309;399;469747;11:50:23.423431
0.56;313;405;472415;11:50:26.091089
0.56;313;404;472478;11:50:26.154885
0.56;313;404;472536;11:50:26.211670
0.56;313;404;472588;11:50:26.264182
0.56;313;405;472639;11:50:26.315045
0.54;316;408;472694;11:50:26.370401
0.54;316;408;472744;11:50:26.420079
0.51;317;408;472792;11:50:26.468357
0.52;316;408;472828;11:50:26.505274
0.54;316;408;472860;11:50:26.537080
0.54;316;408;472894;11:50:26.570317
0.5;317;408;472929;11:50:26.605381
0.5;317;408;472962;11:50:26.638012
0.56;314;405;472992;11:50:26.668290
0.6;311;403;473030;11:50:26.706932
0.6;311;403;473062;11:50:26.738158
0.6;311;403;473098;11:50:26.774548
0.57;312;403;473134;11:50:26.810405
0.57;312;403;473170;11:50:26.845997
0.6;311;402;473203;11:50:26.879390
0.6;311;402;473241;11:50:26.917525
0.6;311;402;473279;11:50:26.955041
0.6;311;403;473321;11:50:26.997976
