ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;310;401;200570;11:45:54.242510
0.56;310;400;203539;11:45:57.212116
0.59;309;400;203597;11:45:57.270435
0.59;309;400;203677;11:45:57.350029
0.58;309;400;203727;11:45:57.399998
0.56;310;400;203793;11:45:57.466257
0.6;307;397;203853;11:45:57.526233
0.6;307;397;203919;11:45:57.591838
0.58;308;399;203969;11:45:57.642138
0.53;312;403;204020;11:45:57.692751
0.51;313;403;204071;11:45:57.743824
0.51;313;403;204123;11:45:57.796190
0.52;313;403;204174;11:45:57.846734
0.52;313;403;204225;11:45:57.898570
0.52;313;403;204290;11:45:57.962550
0.52;313;403;204351;11:45:58.024081
0.52;313;403;204406;11:45:58.079384
