ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;319;410;363356;11:48:37.031454
0.56;315;407;365867;11:48:39.541872
0.56;315;407;365916;11:48:39.590878
0.56;315;407;365966;11:48:39.640662
0.56;315;407;366017;11:48:39.692240
0.56;315;407;366054;11:48:39.729783
0.56;315;407;366084;11:48:39.758300
0.56;315;407;366113;11:48:39.787622
0.56;315;407;366146;11:48:39.820898
0.56;315;407;366181;11:48:39.856716
0.56;315;407;366215;11:48:39.890826
0.56;315;407;366263;11:48:39.938707
0.56;315;407;366312;11:48:39.986864
0.52;318;409;366359;11:48:40.034833
