ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;311;403;459211;11:50:12.886990
0.56;314;406;462428;11:50:16.103874
0.55;314;406;462470;11:50:16.146383
0.55;314;406;462506;11:50:16.181865
0.55;314;406;462541;11:50:16.217895
0.55;314;406;462569;11:50:16.244819
0.55;314;406;462603;11:50:16.279098
0.55;314;406;462639;11:50:16.314911
0.56;313;406;462676;11:50:16.351909
0.54;315;407;462704;11:50:16.380066
0.54;315;407;462737;11:50:16.414108
0.52;317;409;462777;11:50:16.453081
0.52;317;409;462802;11:50:16.478514
0.52;317;409;462835;11:50:16.510712
0.51;317;409;462872;11:50:16.547698
0.52;317;409;462907;11:50:16.582688
0.52;317;409;462936;11:50:16.613049
0.5;318;410;462969;11:50:16.645469
0.5;318;410;463004;11:50:16.680853
0.5;318;410;463037;11:50:16.713630
0.5;318;410;463080;11:50:16.756790
0.5;318;410;463104;11:50:16.779761
0.5;318;410;463145;11:50:16.821703
0.5;318;410;463177;11:50:16.853637
0.5;318;410;463207;11:50:16.883383
0.53;317;410;463246;11:50:16.921775
0.48;318;410;463274;11:50:16.949730
0.5;318;410;463310;11:50:16.986141
0.51;317;410;463341;11:50:17.017740
0.51;317;410;463375;11:50:17.051268
0.51;317;410;463416;11:50:17.092251
0.51;317;410;463470;11:50:17.146654
0.51;317;410;463527;11:50:17.203529
0.51;317;409;463581;11:50:17.257328
0.5;317;410;463639;11:50:17.315526
0.5;317;410;463693;11:50:17.370091
0.55;314;406;463778;11:50:17.454336
0.54;314;406;463829;11:50:17.506200
0.54;314;406;463885;11:50:17.561886
0.54;314;406;463950;11:50:17.627109
0.56;313;406;464018;11:50:17.694063
