ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.6;313;405;548431;11:51:42.109009
0.56;315;407;551752;11:51:45.428841
0.54;316;407;551784;11:51:45.461448
0.54;316;407;551818;11:51:45.495472
0.56;315;407;551850;11:51:45.527805
0.55;316;407;551887;11:51:45.565098
0.54;316;407;551920;11:51:45.597529
0.54;316;407;551958;11:51:45.635786
0.54;316;408;551994;11:51:45.670737
0.54;316;407;552034;11:51:45.710855
0.54;316;408;552074;11:51:45.752006
0.54;316;408;552104;11:51:45.781707
0.56;315;406;552140;11:51:45.816680
0.59;313;405;552174;11:51:45.851939
0.59;313;405;552207;11:51:45.884425
0.59;313;405;552240;11:51:45.917784
0.59;313;405;552274;11:51:45.951687
0.59;313;405;552314;11:51:45.991640
0.59;313;405;552344;11:51:46.020847
0.59;313;405;552377;11:51:46.053993
0.59;313;405;552411;11:51:46.087954
0.59;313;405;552444;11:51:46.121723
0.59;313;405;552483;11:51:46.160668
0.59;313;405;552520;11:51:46.197337
0.59;313;405;552564;11:51:46.241727
0.59;313;405;552797;11:51:46.474627
