ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.5;318;406;216894;11:46:10.567757
0.57;311;400;218919;11:46:12.591964
0.54;312;400;218971;11:46:12.644865
0.54;312;400;219034;11:46:12.706788
0.54;312;400;219125;11:46:12.798078
0.54;312;400;219181;11:46:12.853731
0.54;312;400;219236;11:46:12.909603
0.6;309;397;219289;11:46:12.963144
0.6;309;397;219340;11:46:13.012992
0.6;309;397;219389;11:46:13.062540
0.6;309;397;219446;11:46:13.119657
0.6;308;396;219506;11:46:13.179424
0.6;308;396;219566;11:46:13.239289
0.6;308;396;219625;11:46:13.297513
0.6;308;396;219680;11:46:13.353016
0.6;308;396;219735;11:46:13.409015
0.6;308;396;219786;11:46:13.459294
0.54;311;399;219834;11:46:13.506849
0.53;314;401;219862;11:46:13.535769
0.53;314;402;219897;11:46:13.570670
0.53;314;402;219925;11:46:13.598069
0.53;314;402;219960;11:46:13.632983
0.52;314;402;219992;11:46:13.664815
0.53;314;402;220026;11:46:13.699021
0.53;314;403;220061;11:46:13.734578
0.53;314;403;220099;11:46:13.771824
0.53;314;403;220139;11:46:13.812800
0.53;314;403;220175;11:46:13.847769
0.53;314;403;220215;11:46:13.887904
0.53;314;403;220251;11:46:13.924662
0.5;315;403;220288;11:46:13.961139
0.52;315;403;220317;11:46:13.990582
0.5;315;403;220358;11:46:14.030826
0.5;315;403;220383;11:46:14.056689
0.51;315;403;220425;11:46:14.097997
0.5;315;403;220450;11:46:14.123848
0.5;315;403;220489;11:46:14.162077
0.5;315;403;220520;11:46:14.193873
0.5;315;403;220559;11:46:14.232189
0.5;315;403;220589;11:46:14.262211
0.5;315;403;220631;11:46:14.304815
0.57;311;400;220654;11:46:14.327023
0.57;311;399;220697;11:46:14.369714
0.57;311;399;220733;11:46:14.406680
