ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;310;403;596299;11:52:29.977598
0.54;314;408;598943;11:52:32.620623
0.54;314;408;598984;11:52:32.662666
0.54;314;408;599056;11:52:32.733592
0.54;314;408;599090;11:52:32.768471
0.54;314;408;599132;11:52:32.810245
0.54;314;408;599168;11:52:32.846224
0.54;314;408;599205;11:52:32.883274
0.58;312;405;599240;11:52:32.918409
0.62;311;404;599277;11:52:32.955231
0.59;311;405;599307;11:52:32.985378
0.59;311;405;599347;11:52:33.024612
0.59;311;405;599382;11:52:33.060618
0.59;311;405;599416;11:52:33.094321
0.59;311;405;599451;11:52:33.129526
0.59;311;405;599485;11:52:33.163787
0.6;311;405;599516;11:52:33.194368
