ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;315;404;238187;11:46:31.860108
0.58;311;401;241338;11:46:35.011661
0.55;312;401;241389;11:46:35.062992
0.55;312;401;241446;11:46:35.120007
0.55;312;401;241497;11:46:35.170694
0.55;312;401;241551;11:46:35.223930
0.55;312;401;241602;11:46:35.276003
0.57;311;401;241655;11:46:35.328494
0.51;315;404;241704;11:46:35.377892
0.52;315;404;241755;11:46:35.428572
0.52;315;404;241808;11:46:35.482397
0.51;315;404;241870;11:46:35.544167
0.6;309;398;241930;11:46:35.603479
0.6;309;398;241976;11:46:35.649363
0.59;310;398;242013;11:46:35.686545
0.62;309;398;242051;11:46:35.724442
0.6;309;398;242086;11:46:35.759466
0.6;309;399;242119;11:46:35.792532
0.6;309;399;242157;11:46:35.830188
0.6;309;399;242202;11:46:35.875446
0.62;309;398;242248;11:46:35.921420
0.59;310;399;242296;11:46:35.969434
0.6;310;400;242336;11:46:36.009754
