ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.61;312;404;393518;11:49:07.193247
0.55;318;411;396015;11:49:09.690117
0.58;317;410;396041;11:49:09.716454
0.56;317;410;396082;11:49:09.756701
0.58;317;410;396117;11:49:09.793280
0.58;317;411;396146;11:49:09.821419
0.57;317;411;396179;11:49:09.854317
0.57;317;411;396217;11:49:09.892520
0.58;317;411;396255;11:49:09.930946
0.56;317;411;396287;11:49:09.962883
0.58;317;411;396324;11:49:09.998924
0.58;317;411;396351;11:49:10.025824
0.56;317;410;396394;11:49:10.069426
0.55;317;410;396430;11:49:10.105419
0.55;317;410;396477;11:49:10.152916
0.55;317;410;396511;11:49:10.186933
0.61;314;407;396541;11:49:10.217162
0.61;314;407;396573;11:49:10.248449
0.59;314;407;396610;11:49:10.285367
0.59;314;407;396642;11:49:10.317748
0.59;314;407;396677;11:49:10.352709
0.59;314;407;396712;11:49:10.387924
0.59;314;407;396742;11:49:10.417866
