ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;322;412;89414;11:44:03.085081
0.56;319;408;92750;11:44:06.420925
0.54;319;409;92800;11:44:06.471199
0.57;318;408;92859;11:44:06.530077
0.57;318;408;92935;11:44:06.605961
0.56;318;408;93030;11:44:06.700944
0.52;321;411;93086;11:44:06.757613
0.52;322;412;93136;11:44:06.807305
0.52;322;412;93190;11:44:06.861109
0.52;322;412;93243;11:44:06.913721
0.52;322;412;93313;11:44:06.984790
0.55;319;408;93393;11:44:07.063708
0.57;318;408;93450;11:44:07.120870
0.57;318;407;93508;11:44:07.178734
0.61;316;406;93561;11:44:07.231920
0.61;315;405;93615;11:44:07.286650
0.61;315;405;93676;11:44:07.347308
0.61;315;405;93729;11:44:07.399863
0.64;314;404;93793;11:44:07.463887
0.61;315;404;93858;11:44:07.528993
0.61;315;404;93918;11:44:07.589241
0.62;315;405;93969;11:44:07.639590
0.62;315;405;94020;11:44:07.691398
0.64;315;405;94070;11:44:07.741408
0.62;316;405;94122;11:44:07.793427
0.57;319;409;94172;11:44:07.842953
0.54;323;413;94225;11:44:07.895792
