ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.6;315;405;658422;11:53:32.100531
0.57;316;407;660560;11:53:34.239251
0.55;317;407;660588;11:53:34.266254
0.55;317;407;660619;11:53:34.298128
0.55;317;407;660654;11:53:34.333075
0.55;317;407;660689;11:53:34.367267
0.55;317;407;660721;11:53:34.400285
0.57;316;407;660756;11:53:34.434926
0.57;316;407;660794;11:53:34.473482
0.55;317;407;660828;11:53:34.507455
0.57;316;407;660860;11:53:34.539434
0.57;315;405;660895;11:53:34.574171
0.6;314;404;660928;11:53:34.606389
0.57;315;404;660960;11:53:34.639172
0.6;314;404;660996;11:53:34.675223
0.58;315;404;661031;11:53:34.709334
0.6;314;404;661064;11:53:34.742245
0.6;314;403;661098;11:53:34.776762
0.6;314;403;661131;11:53:34.809543
0.6;314;403;661165;11:53:34.843211
0.6;314;403;661200;11:53:34.879106
0.6;314;403;661233;11:53:34.912130
0.6;314;403;661267;11:53:34.946428
0.6;314;404;661305;11:53:34.984443
0.6;314;404;661347;11:53:35.025183
0.6;314;404;661390;11:53:35.069114
0.61;314;404;661441;11:53:35.120244
0.6;314;404;661482;11:53:35.160355
0.6;315;405;661520;11:53:35.199284
0.59;315;405;661555;11:53:35.234061
0.6;315;405;661586;11:53:35.265239
