ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;317;407;407799;11:49:21.474767
0.54;318;408;409848;11:49:23.523531
0.56;318;409;409903;11:49:23.578775
0.56;318;409;410017;11:49:23.692111
0.56;318;409;410102;11:49:23.777692
0.55;318;408;410154;11:49:23.830131
0.51;321;411;410204;11:49:23.879274
0.53;320;411;410254;11:49:23.930331
0.53;320;411;410303;11:49:23.979016
0.53;320;411;410355;11:49:24.031108
0.52;321;411;410413;11:49:24.088178
0.49;322;413;410461;11:49:24.137353
0.51;322;413;410510;11:49:24.186415
0.51;322;413;410555;11:49:24.230672
0.49;322;412;410587;11:49:24.262575
0.5;322;413;410620;11:49:24.295419
0.49;322;413;410662;11:49:24.338496
0.51;322;413;410704;11:49:24.380126
0.51;322;413;410744;11:49:24.419147
0.51;322;412;410781;11:49:24.456091
0.51;322;413;410849;11:49:24.524941
0.54;319;410;410903;11:49:24.579178
