ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;314;408;297281;11:47:30.955761
0.55;316;410;299339;11:47:33.014006
0.55;316;410;299395;11:47:33.069060
0.55;316;410;299460;11:47:33.134259
0.55;316;410;299515;11:47:33.189530
0.55;316;410;299565;11:47:33.239115
0.55;316;410;299616;11:47:33.290328
0.6;314;408;299671;11:47:33.345638
0.59;314;408;299727;11:47:33.401124
0.57;314;408;299780;11:47:33.455043
0.6;314;408;299837;11:47:33.510594
0.51;319;412;299895;11:47:33.569765
0.51;319;412;299946;11:47:33.620398
0.51;319;412;299996;11:47:33.670633
0.5;319;412;300043;11:47:33.717605
0.57;315;410;300078;11:47:33.751766
0.61;313;407;300116;11:47:33.790645
0.6;313;407;300157;11:47:33.831137
0.6;313;407;300197;11:47:33.871351
0.6;313;407;300231;11:47:33.905397
0.6;313;407;300263;11:47:33.937312
0.6;313;407;300295;11:47:33.969107
0.6;313;407;300330;11:47:34.004353
0.58;314;407;300361;11:47:34.034783
0.58;314;407;300402;11:47:34.076183
0.58;314;407;300446;11:47:34.120151
0.58;314;408;300491;11:47:34.165115
0.6;313;407;300527;11:47:34.201133
0.6;313;407;300562;11:47:34.235968
0.6;313;407;300587;11:47:34.261962
0.6;313;407;300632;11:47:34.306197
0.6;313;407;300670;11:47:34.345134
0.6;313;407;300698;11:47:34.372277
0.61;313;406;300732;11:47:34.406933
0.6;313;407;300780;11:47:34.453880
0.6;313;407;300819;11:47:34.493888
0.6;313;406;300850;11:47:34.524342
0.61;313;406;300891;11:47:34.565227
0.61;313;407;300931;11:47:34.605240
0.6;313;407;300983;11:47:34.657368
0.59;314;407;301039;11:47:34.713499
0.57;314;407;301099;11:47:34.773824
0.57;314;407;301150;11:47:34.824499
0.58;314;407;301204;11:47:34.877961
0.57;314;407;301255;11:47:34.929874
0.58;314;407;301303;11:47:34.978114
0.58;314;408;301360;11:47:35.034458
0.59;314;408;301410;11:47:35.083644
0.61;313;407;301489;11:47:35.162745
0.59;314;407;301542;11:47:35.216134
0.61;314;408;301594;11:47:35.268220
0.61;314;408;301643;11:47:35.317331
0.61;314;408;301694;11:47:35.368242
0.59;315;408;301745;11:47:35.419802
0.6;315;409;301806;11:47:35.479787
0.61;315;409;301861;11:47:35.535330
