ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.57;315;406;425293;11:49:38.969129
0.56;316;407;427694;11:49:41.370239
0.57;315;407;427746;11:49:41.422133
0.57;315;407;427803;11:49:41.479345
0.56;316;407;427911;11:49:41.587157
0.52;319;410;427979;11:49:41.654921
0.52;319;410;428029;11:49:41.704624
0.52;319;410;428088;11:49:41.764550
0.52;319;410;428146;11:49:41.822491
0.52;319;410;428203;11:49:41.878983
0.56;316;408;428259;11:49:41.935147
0.6;314;406;428310;11:49:41.985505
0.59;314;406;428361;11:49:42.037374
0.6;313;404;428412;11:49:42.088377
0.6;313;404;428464;11:49:42.139779
0.6;313;404;428514;11:49:42.190575
0.6;313;404;428563;11:49:42.239566
0.6;313;404;428613;11:49:42.288663
0.6;313;404;428661;11:49:42.336774
0.6;313;404;428704;11:49:42.380188
0.6;313;404;428732;11:49:42.407613
0.54;316;407;428777;11:49:42.453696
0.57;315;407;428812;11:49:42.488175
0.58;315;407;428847;11:49:42.522749
