ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;308;397;178667;11:45:32.338973
0.53;313;402;182091;11:45:35.763687
0.56;312;402;182122;11:45:35.794193
0.56;312;402;182156;11:45:35.828897
0.55;312;402;182189;11:45:35.861942
0.55;312;402;182221;11:45:35.894000
0.56;312;402;182258;11:45:35.930895
0.55;312;402;182289;11:45:35.961369
0.55;312;402;182326;11:45:35.998037
0.56;312;402;182357;11:45:36.029813
0.59;310;400;182391;11:45:36.063467
0.57;310;400;182424;11:45:36.096018
0.57;310;400;182459;11:45:36.131505
0.59;310;400;182490;11:45:36.162996
0.59;310;400;182527;11:45:36.199421
0.59;310;400;182561;11:45:36.234233
0.6;310;400;182592;11:45:36.264749
0.55;313;402;182632;11:45:36.304235
0.53;315;405;182661;11:45:36.334178
0.53;315;405;182698;11:45:36.369945
0.53;315;405;182728;11:45:36.400949
0.53;315;404;182769;11:45:36.441367
0.52;315;405;182809;11:45:36.481129
0.51;315;405;182849;11:45:36.521948
0.52;315;405;182888;11:45:36.560026
0.52;315;405;182918;11:45:36.591142
0.52;315;405;182952;11:45:36.624239
0.52;315;405;182986;11:45:36.658178
0.52;315;405;183019;11:45:36.692634
0.51;315;405;183051;11:45:36.724411
0.51;315;404;183086;11:45:36.759085
0.51;315;404;183124;11:45:36.796957
0.51;315;404;183162;11:45:36.834985
0.53;314;404;183202;11:45:36.874882
0.51;315;404;183244;11:45:36.916474
0.53;314;404;183276;11:45:36.948900
0.52;314;404;183323;11:45:36.995348
0.51;316;406;183367;11:45:37.040382
0.49;316;406;183400;11:45:37.071988
0.48;316;406;183434;11:45:37.106374
0.5;316;406;183467;11:45:37.139983
0.49;316;406;183499;11:45:37.171125
0.48;316;406;183533;11:45:37.205409
0.48;316;406;183580;11:45:37.252387
0.48;316;406;183615;11:45:37.287175
0.48;316;405;183654;11:45:37.326529
0.48;316;405;183688;11:45:37.360451
0.52;314;404;183726;11:45:37.399018
0.51;314;403;183758;11:45:37.430681
0.52;313;403;183789;11:45:37.462000
0.51;313;403;183824;11:45:37.496106
0.51;313;403;183859;11:45:37.531623
0.51;313;403;183894;11:45:37.567006
0.51;313;402;183932;11:45:37.604255
0.51;313;402;183964;11:45:37.636390
0.49;313;402;184006;11:45:37.679254
0.54;312;402;184052;11:45:37.724403
0.52;312;401;184091;11:45:37.763386
0.52;312;401;184131;11:45:37.803997
0.51;312;401;184171;11:45:37.843502
0.52;311;401;184205;11:45:37.878065
0.52;311;401;184240;11:45:37.912727
0.51;311;400;184272;11:45:37.944464
0.51;311;400;184309;11:45:37.981108
0.52;310;400;184341;11:45:38.014085
0.52;310;400;184376;11:45:38.049085
0.51;310;399;184408;11:45:38.080276
0.51;310;399;184438;11:45:38.111364
0.5;310;399;184474;11:45:38.146061
0.52;309;399;184507;11:45:38.179698
0.52;309;398;184536;11:45:38.208401
0.52;309;398;184577;11:45:38.249643
0.52;309;399;184642;11:45:38.315095
