ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;315;406;562131;11:51:55.808302
0.55;316;408;564748;11:51:58.424744
0.55;316;408;564803;11:51:58.480920
0.56;315;408;564855;11:51:58.532262
0.57;315;408;564912;11:51:58.589503
0.57;315;408;564956;11:51:58.633288
0.56;315;408;564992;11:51:58.669583
0.56;316;409;565037;11:51:58.714890
0.52;318;410;565084;11:51:58.761603
0.52;318;410;565117;11:51:58.794395
0.52;318;410;565149;11:51:58.826800
0.52;318;410;565183;11:51:58.860309
