ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;314;406;559284;11:51:52.961438
0.55;316;408;561560;11:51:55.237742
0.56;315;408;561596;11:51:55.274242
0.55;316;408;561635;11:51:55.311950
0.56;315;408;561670;11:51:55.347050
0.56;315;408;561711;11:51:55.387997
0.55;316;408;561748;11:51:55.425865
0.56;315;408;561786;11:51:55.464337
0.54;316;408;561824;11:51:55.502397
0.56;315;408;561860;11:51:55.537942
0.55;316;408;561893;11:51:55.570020
0.6;313;405;561926;11:51:55.604071
0.59;313;405;561965;11:51:55.642058
0.6;313;405;562009;11:51:55.686287
0.6;313;405;562047;11:51:55.724469
0.59;313;405;562083;11:51:55.760834
