trial;more_rewarded_color;stimulus_choice;blue_position;orange_position;left_img_name;right_img_name;location_choice;keyboard_input;orange_reward;blue_reward;outcome;start_reaction_time;end_reaction_time;start_absolute_time;end_absolute_time
51;orange;blue;1;2;orange_7;blue_5;right;l;1;0;noeuro;287218;288356;11:47:20.891325;11:47:22.029900
52;orange;blue;1;2;orange_2;blue_4;right;l;0;1;euro;290364;291192;11:47:24.038060;11:47:24.866443
53;orange;blue;1;2;orange_4;blue_9;right;l;1;0;noeuro;293677;294297;11:47:27.351314;11:47:27.970755
54;orange;orange;2;1;blue_3;orange_8;right;l;1;0;euro;296451;297252;11:47:30.125205;11:47:30.926090
55;orange;orange;1;2;orange_8;blue_8;left;a;1;0;euro;299269;301883;11:47:32.942933;11:47:35.557328
56;orange;orange;2;1;blue_3;orange_4;right;l;1;0;euro;305153;305636;11:47:38.826959;11:47:39.310809
57;orange;orange;1;2;orange_3;blue_4;left;a;1;0;euro;308942;309955;11:47:42.615977;11:47:43.630107
58;orange;orange;2;1;blue_5;orange_8;right;l;1;0;euro;313102;315631;11:47:46.776980;11:47:49.305890
59;orange;orange;2;1;blue_6;orange_3;right;l;1;0;euro;318265;320003;11:47:51.939633;11:47:53.676913
60;orange;orange;2;1;blue_5;orange_1;right;l;0;1;noeuro;322665;324619;11:47:56.339699;11:47:58.293291
61;orange;orange;2;1;blue_7;orange_8;right;l;1;0;euro;327806;328585;11:48:01.480923;11:48:02.259663
62;orange;orange;1;2;orange_4;blue_9;left;a;1;0;euro;331430;333695;11:48:05.104271;11:48:07.370140
63;orange;orange;1;2;orange_5;blue_8;left;a;1;0;euro;337002;337784;11:48:10.677307;11:48:11.459448
64;orange;blue;2;1;blue_4;orange_2;left;a;1;0;noeuro;340825;341600;11:48:14.499347;11:48:15.275119
65;orange;orange;1;2;orange_5;blue_5;left;a;0;1;noeuro;344393;345074;11:48:18.067712;11:48:18.748126
66;orange;orange;2;1;blue_6;orange_4;right;l;0;1;noeuro;347946;348763;11:48:21.620393;11:48:22.437877
67;orange;blue;2;1;blue_3;orange_3;left;a;1;0;noeuro;351418;352006;11:48:25.092473;11:48:25.681426
68;orange;blue;1;2;orange_1;blue_6;right;l;1;0;noeuro;355326;356120;11:48:29.001257;11:48:29.794874
69;orange;blue;2;1;blue_3;orange_1;left;a;1;0;noeuro;359040;360583;11:48:32.715198;11:48:34.257964
70;orange;orange;2;1;blue_5;orange_4;right;l;1;0;euro;362622;363333;11:48:36.297393;11:48:37.007845
71;orange;orange;1;2;orange_6;blue_5;left;a;0;1;noeuro;365814;366384;11:48:39.488872;11:48:40.059061
72;orange;orange;2;1;blue_6;orange_8;right;l;1;0;euro;368616;369171;11:48:42.290700;11:48:42.846371
73;orange;orange;2;1;blue_1;orange_3;right;l;1;0;euro;372389;373672;11:48:46.064231;11:48:47.347923
74;orange;orange;1;2;orange_2;blue_5;left;a;1;0;euro;376473;377625;11:48:50.148706;11:48:51.300273
75;orange;orange;1;2;orange_2;blue_9;left;a;0;1;noeuro;380738;381761;11:48:54.413413;11:48:55.436550
