ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;301;395;368955;11:29:29.415606
0.57;302;397;371441;11:29:31.901759
0.54;303;397;371491;11:29:31.952425
0.56;303;397;371538;11:29:31.998369
0.53;303;397;371579;11:29:32.040013
0.57;302;397;371621;11:29:32.082110
0.54;303;397;371653;11:29:32.114891
0.54;303;397;371688;11:29:32.149145
0.54;303;397;371724;11:29:32.185890
0.55;303;397;371764;11:29:32.224856
0.52;305;399;371795;11:29:32.256761
0.52;306;400;371830;11:29:32.290848
0.48;306;400;371864;11:29:32.324915
0.49;306;400;371898;11:29:32.359344
0.49;306;400;371932;11:29:32.392978
0.51;306;400;371971;11:29:32.431862
0.51;306;399;371999;11:29:32.459911
0.49;306;400;372037;11:29:32.498117
0.52;305;399;372072;11:29:32.532981
