ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;299;395;518348;11:31:58.811624
0.55;302;397;521688;11:32:02.151600
0.55;302;397;521726;11:32:02.189195
0.55;302;397;521762;11:32:02.225265
0.55;302;397;521801;11:32:02.264305
0.56;302;397;521825;11:32:02.289237
0.54;302;397;521887;11:32:02.350684
0.56;302;397;521923;11:32:02.386390
0.55;302;397;521970;11:32:02.433260
0.54;302;397;522006;11:32:02.469136
0.56;302;397;522041;11:32:02.504670
0.55;302;397;522070;11:32:02.533390
0.51;305;400;522101;11:32:02.563808
0.49;305;400;522134;11:32:02.597458
0.51;305;400;522173;11:32:02.637458
0.51;305;400;522203;11:32:02.667150
0.49;305;400;522236;11:32:02.699665
