ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;395;493491;11:31:33.953840
0.57;302;397;496955;11:31:37.417897
0.53;303;397;496985;11:31:37.447915
0.57;302;398;497020;11:31:37.482844
0.53;303;397;497052;11:31:37.514323
0.53;303;397;497085;11:31:37.548259
0.55;302;398;497146;11:31:37.609320
0.53;303;398;497195;11:31:37.658109
0.59;300;396;497238;11:31:37.700846
0.58;300;395;497274;11:31:37.736856
0.58;300;395;497306;11:31:37.768799
0.58;300;395;497340;11:31:37.803132
0.58;300;395;497374;11:31:37.837646
0.58;300;395;497407;11:31:37.870830
