ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;301;396;446771;11:30:47.233576
0.56;303;398;449570;11:30:50.032956
0.53;304;398;449617;11:30:50.079546
0.56;303;399;449669;11:30:50.131069
0.53;304;399;449726;11:30:50.188482
0.56;303;398;449780;11:30:50.242093
0.56;303;398;449827;11:30:50.289647
0.56;303;398;449871;11:30:50.333119
0.51;306;400;449908;11:30:50.370592
0.51;307;402;449947;11:30:50.409167
0.48;307;402;449990;11:30:50.452662
0.51;307;402;450030;11:30:50.492273
0.51;307;402;450071;11:30:50.533467
0.51;307;402;450113;11:30:50.575348
0.5;307;402;450151;11:30:50.614194
0.51;307;401;450186;11:30:50.648627
0.49;307;401;450227;11:30:50.689775
