ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;304;398;430654;11:30:31.116082
0.54;303;397;432648;11:30:33.110044
0.54;303;397;432696;11:30:33.157935
0.54;303;397;432736;11:30:33.197986
0.53;303;397;432776;11:30:33.237982
0.54;303;397;432825;11:30:33.286987
0.57;301;395;432862;11:30:33.323686
0.58;300;394;432901;11:30:33.362844
0.57;300;394;432943;11:30:33.404949
0.58;300;394;432979;11:30:33.441148
0.58;300;394;433020;11:30:33.482106
0.58;300;394;433058;11:30:33.520026
0.58;300;394;433098;11:30:33.560798
0.58;300;395;433148;11:30:33.610146
0.54;304;398;433196;11:30:33.658557
0.52;305;398;433247;11:30:33.709214
0.52;305;398;433314;11:30:33.776067
0.52;305;399;433381;11:30:33.842950
0.52;305;399;433437;11:30:33.899110
0.52;305;399;433484;11:30:33.946353
0.52;305;399;433532;11:30:33.994198
0.54;304;399;433581;11:30:34.043127
0.5;306;400;433627;11:30:34.089895
0.5;306;400;433674;11:30:34.135997
