ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;315;408;163417;11:26:03.872941
0.54;311;403;166773;11:26:07.229909
0.54;310;402;166809;11:26:07.264894
0.54;310;402;166843;11:26:07.299156
0.55;310;402;166875;11:26:07.330784
0.54;310;402;166909;11:26:07.365107
0.54;310;402;166943;11:26:07.399514
0.54;310;402;166975;11:26:07.430991
0.54;310;402;167010;11:26:07.465969
0.54;310;402;167042;11:26:07.498705
0.54;310;402;167077;11:26:07.532852
0.59;307;399;167113;11:26:07.568869
0.58;307;400;167143;11:26:07.599935
0.57;307;400;167180;11:26:07.635405
0.57;307;400;167210;11:26:07.666955
0.57;307;400;167249;11:26:07.705810
0.54;310;402;167296;11:26:07.752941
0.49;313;406;167328;11:26:07.784419
0.47;314;405;167358;11:26:07.814519
0.49;313;405;167391;11:26:07.846794
0.48;314;406;167426;11:26:07.882821
0.45;314;406;167459;11:26:07.915139
0.48;314;406;167494;11:26:07.950133
0.48;314;406;167534;11:26:07.990534
0.49;314;407;167569;11:26:08.024771
0.46;314;407;167600;11:26:08.056289
